account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A00843,ACCT7900309141,Current,P00034,,Bank of Baroda,BR5800,2020-09-03,,Active,SRC026,0.91,2024-10-26 01:32:05,2024-10-29 20:32:05
A00844,ACCT7508519018,Business,P00558,,HDFC Bank,BR8681,2023-07-12,2025-01-31,Active,SRC023,0.85,2025-12-18 05:40:34,2026-01-14 07:40:34
A00845,ACCT5630025118,Business,P01963,,Punjab National Bank,BR4720,2016-09-22,,Under Review,SRC009,0.99,2025-07-22 15:08:58,2026-01-26 23:11:42
A00846,ACCT2710270854,Current,,O0415,Punjab National Bank,BR7256,2021-01-19,,Dormant,SRC018,0.87,2026-06-16 08:18:28,2026-07-03 10:18:28
A00847,ACCT1648871095,Business,,O0154,Axis Bank,BR4940,2017-01-05,,Dormant,SRC030,0.86,2024-07-31 12:08:28,2024-09-01 10:13:19
A00848,ACCT2914477706,Current,P01022,,Punjab National Bank,BR3696,2024-12-21,,Closed,SRC012,0.84,2026-01-17 03:27:50,2026-02-10 22:27:50
A00849,ACCT2531305689,Savings,P01124,,Punjab National Bank,BR2451,2018-09-12,,Active,SRC018,0.82,2025-12-19 13:38:09,2026-01-12 07:38:09
A00850,ACCT1890671898,Savings,P03509,,HDFC Bank,BR7231,2021-10-24,,Closed,SRC006,0.88,2025-04-02 14:51:58,2025-05-02 09:51:58
A00851,ACCT1675810849,Savings,P01611,,HDFC Bank,BR4214,2021-04-21,,Closed,SRC015,0.88,2026-01-29 23:33:50,2026-01-30 22:33:50
A00852,ACCT5687030020,Current,P02788,,Bank of Baroda,BR5032,2025-07-22,,Dormant,SRC019,0.94,2025-10-19 03:58:36,2025-11-05 04:58:36
A00853,ACCT8608222640,Business,P03568,,Punjab National Bank,BR3777,2019-09-13,,Dormant,SRC022,0.81,2024-03-09 04:25:17,2024-04-07 11:25:17
A00854,ACCT2048706761,Business,P01883,,HDFC Bank,BR9325,2025-07-25,,Dormant,SRC027,0.89,2025-07-24 21:58:06,2026-06-02 13:43:58
A00855,ACCT9249713997,Business,P03127,,HDFC Bank,BR6812,2017-09-11,,Dormant,SRC020,0.96,2026-01-21 07:52:57,2026-02-12 04:52:57
A00856,ACCT3137494700,Current,P01758,,Punjab National Bank,BR5194,2018-06-08,2025-10-29,Closed,SRC026,0.92,2024-01-30 19:34:46,2024-09-18 02:44:11
A00857,ACCT8242158235,Current,P00090,,State Bank of India,BR8748,2022-08-29,,Under Review,SRC028,0.85,2026-08-12 06:06:46,2026-09-03 09:06:46
A00858,ACCT8335878450,Current,P03149,,State Bank of India,BR1896,2018-04-01,,Dormant,SRC014,0.99,2025-09-28 10:52:48,2026-08-12 05:35:43
A00859,ACCT6860069523,Savings,,O0461,State Bank of India,BR5056,2026-08-29,,Under Review,SRC010,0.98,2025-05-27 10:06:08,2025-06-16 16:06:08
A00860,ACCT7330062085,Savings,P02784,,HDFC Bank,BR5672,2023-07-13,,Dormant,SRC012,0.98,2025-03-11 03:11:56,2025-03-18 09:11:56
A00861,ACCT8032680852,Business,P01605,,State Bank of India,BR2733,2019-07-13,,Closed,SRC002,0.9,2024-08-09 05:53:54,2024-10-17 19:14:10
A00862,ACCT2520721124,Savings,P01933,,HDFC Bank,BR3897,2016-11-16,,Closed,SRC030,0.84,2024-12-02 05:12:10,2025-12-31 09:18:23
A00863,ACCT2401497211,Savings,,O0490,Punjab National Bank,BR3677,2019-09-02,,Active,SRC021,0.91,2024-10-28 04:42:21,2025-02-07 18:29:21
A00864,ACCT2459282654,Current,,O0307,ICICI Bank,BR2156,2017-09-27,,Under Review,SRC022,0.93,2026-07-19 08:53:16,2026-08-04 06:53:16
A00865,ACCT7060207211,Current,P02924,,State Bank of India,BR8339,2023-05-17,,Dormant,SRC030,0.85,2025-04-15 07:34:51,2025-05-06 09:53:57
A00866,ACCT2432244059,Current,,O0185,ICICI Bank,BR3322,2019-12-22,,Active,SRC009,0.92,2025-04-09 22:45:37,2026-08-29 12:04:30
A00867,ACCT3901307066,Savings,P00466,,State Bank of India,BR5420,2022-03-07,,Under Review,SRC013,0.93,2026-03-12 01:43:20,2026-03-20 12:43:20
A00868,ACCT3352282152,Current,,O0270,Bank of Baroda,BR1892,2022-05-14,,Dormant,SRC008,0.95,2026-05-06 18:48:12,2026-06-01 07:48:12
A00869,ACCT3047935597,Savings,P00548,,ICICI Bank,BR1778,2017-12-08,,Under Review,SRC004,0.89,2024-02-23 00:59:31,2026-07-29 11:43:32
A00870,ACCT3858808350,Current,P01351,,ICICI Bank,BR5846,2017-08-28,,Dormant,SRC003,0.97,2026-02-10 17:56:13,2026-02-23 00:56:13
A00871,ACCT5915175377,Current,P01019,,Punjab National Bank,BR1934,2018-09-19,,Under Review,SRC012,0.82,2024-10-24 22:38:10,2026-06-13 06:33:40
A00872,ACCT2962953945,Savings,P01024,,ICICI Bank,BR1448,2025-06-11,,Dormant,SRC010,0.99,2025-02-01 23:22:15,2026-07-03 22:05:55
A00873,ACCT4696366868,Business,P01838,,ICICI Bank,BR5298,2023-01-14,,Active,SRC021,0.81,2024-06-30 05:59:06,2025-07-16 03:57:36
A00874,ACCT5414311874,Current,P03103,,Punjab National Bank,BR4026,2016-09-25,,Active,SRC009,0.82,2024-11-19 17:51:26,2024-12-13 03:53:52
A00875,ACCT2599221414,Savings,P01723,,Axis Bank,BR7155,2022-06-17,,Closed,SRC015,0.87,2024-08-22 01:12:26,2026-01-10 20:50:33
A00876,ACCT7605526806,Business,P02559,,HDFC Bank,BR5201,2019-04-21,,Closed,SRC013,0.94,2025-11-28 22:03:12,2025-12-21 09:03:12
A00877,ACCT3920240605,Savings,P00957,,Axis Bank,BR9506,2023-05-13,,Dormant,SRC006,0.96,2024-03-20 00:25:54,2024-05-13 06:29:37
A00878,ACCT2678887741,Current,P00871,,Bank of Baroda,BR3725,2020-04-26,,Under Review,SRC012,0.83,2025-12-16 08:14:00,2026-05-07 12:50:14
A00879,ACCT2706743611,Business,,O0297,Punjab National Bank,BR9212,2023-08-22,2025-08-25,Closed,SRC023,0.97,2024-11-06 09:12:57,2024-11-10 03:12:57
A00880,ACCT2903019412,Savings,P02173,,HDFC Bank,BR9161,2023-10-13,,Dormant,SRC014,0.86,2024-01-29 08:55:50,2024-09-03 11:52:59
A00881,ACCT2864126807,Savings,P03877,,HDFC Bank,BR2628,2018-10-26,,Active,SRC020,0.98,2025-11-25 14:42:39,2025-11-30 07:42:39
A00882,ACCT2229221150,Savings,,O0495,Axis Bank,BR9456,2023-03-08,,Dormant,SRC008,0.86,2025-08-11 20:03:42,2026-06-04 00:22:50
A00883,ACCT4570186523,Business,P01730,,Axis Bank,BR6411,2021-05-18,,Dormant,SRC011,0.8,2025-10-18 01:43:23,2026-06-22 15:02:10
A00884,ACCT7409969756,Current,P02038,,Bank of Baroda,BR6327,2023-11-04,,Dormant,SRC008,0.87,2024-01-13 15:08:44,2026-02-07 14:31:57
A00885,ACCT6475740038,Savings,P00847,,Punjab National Bank,BR7948,2019-04-12,,Dormant,SRC022,0.82,2025-12-05 01:58:56,2025-12-22 17:58:56
A00886,ACCT2437973464,Savings,,O0127,ICICI Bank,BR2990,2026-06-05,,Under Review,SRC003,0.82,2025-12-08 06:43:15,2026-05-02 21:16:08
A00887,ACCT1211088075,Savings,P02913,,Punjab National Bank,BR4135,2025-06-09,,Dormant,SRC003,0.9,2025-10-08 22:54:24,2026-07-15 15:15:28
A00888,ACCT4832142632,Savings,P02854,,State Bank of India,BR8983,2020-07-17,,Dormant,SRC015,0.95,2025-01-25 09:00:51,2025-02-10 19:00:51
A00889,ACCT4282833763,Business,P02731,,Bank of Baroda,BR1315,2025-03-12,,Under Review,SRC026,0.92,2025-06-07 19:58:29,2025-08-15 13:48:24
A00890,ACCT4471925892,Business,P00183,,HDFC Bank,BR7530,2025-02-18,,Closed,SRC001,0.93,2025-02-14 14:15:58,2026-05-14 20:16:11
A00891,ACCT7212440745,Savings,P03564,,Bank of Baroda,BR4999,2024-10-05,,Active,SRC008,0.85,2024-01-07 22:26:45,2024-09-12 08:28:25
A00892,ACCT4416754429,Savings,,O0162,ICICI Bank,BR8557,2018-03-04,,Under Review,SRC009,0.99,2024-12-05 10:26:33,2026-08-14 08:02:12
A00893,ACCT2512915203,Savings,P00346,,Axis Bank,BR4628,2025-07-14,,Dormant,SRC006,0.85,2024-09-19 08:34:46,2024-10-01 09:34:46
A00894,ACCT9048901850,Current,P02551,,Bank of Baroda,BR2962,2022-11-09,,Closed,SRC025,0.97,2026-05-01 15:34:36,2026-05-02 03:34:36
A00895,ACCT2447908145,Business,P02101,,ICICI Bank,BR8720,2023-03-12,2025-04-25,Active,SRC030,0.91,2024-12-05 17:25:26,2024-12-29 21:25:26
A00896,ACCT8395191733,Business,P03642,,Punjab National Bank,BR9323,2019-02-15,,Under Review,SRC014,0.83,2025-07-01 09:20:25,2025-07-18 19:20:25
A00897,ACCT3789908529,Current,,O0448,Axis Bank,BR5291,2022-08-11,,Under Review,SRC026,0.93,2024-04-12 00:57:55,2024-04-27 12:37:29
A00898,ACCT1261406234,Current,P00895,,State Bank of India,BR5096,2019-02-21,,Closed,SRC027,0.96,2025-05-19 23:31:11,2026-08-29 02:01:10
A00899,ACCT8428228483,Savings,P01465,,ICICI Bank,BR2769,2020-08-01,,Under Review,SRC014,0.97,2024-03-02 00:07:43,2025-09-22 08:39:20
A00900,ACCT2079884011,Current,P00184,,Punjab National Bank,BR6773,2019-05-25,,Closed,SRC028,0.91,2026-05-22 06:49:44,2026-06-13 11:49:44
A00901,ACCT4869136057,Business,,O0290,HDFC Bank,BR8424,2017-02-24,,Dormant,SRC001,0.98,2024-12-18 11:19:18,2025-10-16 13:33:54
A00902,ACCT9449438315,Business,P01402,,HDFC Bank,BR1674,2018-06-08,,Closed,SRC028,0.83,2024-08-06 21:12:31,2024-08-31 04:12:31
A00903,ACCT1837058413,Current,P01599,,Punjab National Bank,BR5022,2024-05-19,,Active,SRC002,0.8,2025-12-09 10:27:56,2025-12-25 06:27:56
A00904,ACCT7309286351,Current,P02249,,ICICI Bank,BR1749,2024-10-15,,Under Review,SRC009,0.97,2026-01-28 16:49:48,2026-01-30 18:49:48
A00905,ACCT2153022056,Business,P00661,,HDFC Bank,BR2369,2018-06-10,,Under Review,SRC011,0.95,2025-04-03 00:04:38,2026-06-23 07:24:33
A00906,ACCT4690568974,Savings,P02873,,HDFC Bank,BR9800,2018-11-22,,Closed,SRC026,0.92,2024-04-01 18:55:43,2025-03-28 05:42:16
A00907,ACCT8782679106,Business,P02882,,Punjab National Bank,BR6246,2021-04-24,,Dormant,SRC023,0.93,2024-03-02 17:46:48,2024-07-24 09:37:22
A00908,ACCT2772668195,Current,P00556,,Axis Bank,BR4610,2021-03-10,,Active,SRC025,0.96,2024-10-24 00:31:06,2025-05-18 21:23:46
A00909,ACCT6165834922,Current,,O0150,ICICI Bank,BR6909,2024-11-12,,Dormant,SRC016,0.8,2026-07-17 00:26:47,2026-08-06 16:26:47
A00910,ACCT6620329248,Business,P01488,,Punjab National Bank,BR6624,2021-06-02,,Active,SRC004,0.85,2025-09-12 16:04:07,2025-09-20 10:04:07
A00911,ACCT2560191187,Savings,P01250,,Axis Bank,BR1037,2017-09-01,,Active,SRC029,0.83,2024-02-18 19:04:45,2025-06-19 20:18:16
A00912,ACCT7109224573,Current,P01408,,State Bank of India,BR4138,2023-07-25,,Under Review,SRC016,0.8,2024-10-09 20:51:35,2025-12-29 07:18:28
A00913,ACCT9266017445,Business,P02613,,ICICI Bank,BR3263,2020-02-24,,Under Review,SRC022,0.89,2024-08-17 11:17:23,2025-08-29 13:34:26
A00914,ACCT5941649344,Business,P03210,,Bank of Baroda,BR5401,2019-12-20,,Closed,SRC018,0.96,2024-05-26 05:40:00,2024-09-11 20:05:42
A00915,ACCT2346802357,Business,P01624,,State Bank of India,BR8545,2025-03-22,,Closed,SRC029,0.86,2025-12-02 06:42:34,2025-12-05 04:42:34
A00916,ACCT1126336876,Current,,O0126,Axis Bank,BR3281,2020-07-01,,Active,SRC017,0.84,2025-04-17 06:18:05,2025-04-30 23:18:05
A00917,ACCT7869895293,Business,P00880,,ICICI Bank,BR1623,2025-02-25,,Dormant,SRC016,0.91,2024-09-24 00:14:49,2025-10-07 06:59:30
A00918,ACCT9236041323,Business,P03210,,ICICI Bank,BR5035,2018-02-08,,Active,SRC030,0.95,2025-02-04 13:29:27,2026-01-20 04:18:09
A00919,ACCT5954527129,Savings,P01786,,Axis Bank,BR4862,2017-04-25,,Dormant,SRC005,0.95,2024-04-07 15:20:00,2024-07-22 21:48:22
A00920,ACCT8401938041,Current,P03862,,ICICI Bank,BR8670,2019-02-21,,Dormant,SRC013,0.92,2026-05-23 11:51:04,2026-06-07 19:51:04
A00921,ACCT4542714222,Business,P01977,,Bank of Baroda,BR2520,2017-01-14,,Under Review,SRC004,0.84,2024-03-27 04:39:30,2025-03-24 00:14:28
A00922,ACCT7947856397,Current,P01912,,State Bank of India,BR1468,2017-11-30,,Dormant,SRC012,0.87,2026-08-17 19:14:01,2026-08-22 17:14:01
A00923,ACCT4696311094,Business,P00037,,Bank of Baroda,BR5954,2017-09-10,,Active,SRC006,0.88,2025-11-23 08:43:56,2025-11-27 05:43:56
A00924,ACCT1211713385,Current,P03836,,ICICI Bank,BR9814,2019-02-21,,Closed,SRC015,0.95,2026-03-02 13:09:50,2026-05-02 11:53:40
A00925,ACCT2945672353,Business,P00573,,ICICI Bank,BR2866,2021-09-02,,Under Review,SRC023,0.82,2025-04-25 03:47:05,2025-04-30 21:47:05
A00926,ACCT2122403957,Current,,O0436,Axis Bank,BR5225,2025-08-30,,Closed,SRC008,0.98,2025-05-23 06:05:30,2025-06-03 19:05:30
A00927,ACCT4320845319,Savings,,O0101,State Bank of India,BR7043,2024-08-30,2025-09-12,Active,SRC029,0.89,2024-02-16 09:52:43,2024-08-01 11:55:50
A00928,ACCT1501974541,Current,P03699,,Bank of Baroda,BR3228,2025-08-25,,Closed,SRC013,0.95,2026-07-28 04:15:30,2026-08-13 00:15:30
A00929,ACCT9839500204,Current,P03721,,HDFC Bank,BR1390,2020-12-26,,Active,SRC021,0.95,2024-01-13 15:30:28,2026-02-18 01:28:02
A00930,ACCT8105261325,Business,P01175,,Axis Bank,BR8073,2017-10-02,2026-03-18,Closed,SRC011,0.87,2024-06-12 02:12:49,2025-06-24 15:58:12
A00931,ACCT1503522589,Savings,P02015,,Axis Bank,BR2810,2024-06-23,,Active,SRC003,0.98,2024-04-12 19:12:38,2026-02-03 01:16:16
A00932,ACCT9510344726,Savings,P03793,,State Bank of India,BR7287,2017-06-30,,Under Review,SRC001,0.84,2025-04-17 13:33:36,2025-05-11 21:33:36
A00933,ACCT3555724170,Current,P01759,,Axis Bank,BR4815,2021-04-13,,Under Review,SRC029,0.87,2024-04-24 03:02:40,2025-03-09 04:36:21
A00934,ACCT3982793593,Business,,O0093,State Bank of India,BR9156,2022-08-06,2026-01-27,Dormant,SRC005,0.92,2024-10-29 11:06:59,2026-06-28 11:37:24
A00935,ACCT6559325544,Savings,P03583,,ICICI Bank,BR4716,2024-06-25,,Dormant,SRC022,0.88,2026-03-19 16:10:34,2026-04-10 21:10:34
A00936,ACCT9385842494,Current,P03745,,Axis Bank,BR8951,2018-08-12,,Closed,SRC008,0.91,2025-04-24 09:12:37,2026-08-11 15:42:40
A00937,ACCT9248225202,Current,P03117,,ICICI Bank,BR2046,2021-03-05,,Dormant,SRC025,0.95,2025-06-30 09:51:32,2025-09-01 23:18:05
A00938,ACCT2911140570,Current,P03032,,Bank of Baroda,BR2175,2016-10-30,2025-03-25,Under Review,SRC021,0.87,2025-06-22 12:40:41,2025-07-03 09:40:41
A00939,ACCT2124531581,Savings,P03025,,Axis Bank,BR4647,2018-06-16,,Active,SRC014,0.9,2025-02-27 11:05:39,2025-03-29 06:05:39
A00940,ACCT6349176188,Current,P03264,,Punjab National Bank,BR4391,2026-06-25,,Under Review,SRC016,0.98,2025-10-11 08:36:21,2025-10-29 12:36:21
A00941,ACCT8686391742,Current,P00613,,Axis Bank,BR7122,2026-02-04,,Closed,SRC007,0.96,2025-06-08 03:04:54,2026-04-02 12:03:40
A00942,ACCT5368910461,Savings,,O0218,State Bank of India,BR7035,2022-03-24,,Dormant,SRC021,0.82,2026-01-28 21:47:41,2026-02-15 03:47:41
A00943,ACCT7753822625,Savings,P02507,,Punjab National Bank,BR8616,2018-03-10,,Closed,SRC022,0.89,2024-02-27 08:10:10,2024-04-26 16:00:00
A00944,ACCT5908895162,Business,P02174,,Bank of Baroda,BR4894,2017-04-20,,Under Review,SRC030,0.94,2026-07-15 10:37:22,2026-07-16 03:37:22
A00945,ACCT3414111932,Current,P03870,,Punjab National Bank,BR3482,2019-09-11,,Under Review,SRC005,0.98,2024-06-29 02:51:38,2024-07-10 23:51:38
A00946,ACCT4504682254,Business,P01282,,Bank of Baroda,BR6099,2026-05-01,,Dormant,SRC026,0.84,2025-02-12 07:37:43,2025-08-24 22:23:41
A00947,ACCT7393656468,Business,P01552,,State Bank of India,BR3778,2021-07-28,,Under Review,SRC021,0.89,2024-04-22 22:01:28,2025-02-26 23:15:10
A00948,ACCT1849824699,Business,,O0444,HDFC Bank,BR3850,2017-02-17,,Under Review,SRC024,0.89,2026-01-15 07:23:50,2026-04-28 01:17:02
A00949,ACCT7302194346,Business,,O0386,Bank of Baroda,BR1863,2016-09-08,,Active,SRC022,0.8,2025-08-11 22:10:57,2025-08-28 18:10:57
A00950,ACCT6660403926,Savings,P03184,,ICICI Bank,BR5037,2019-12-08,,Closed,SRC028,0.94,2024-08-26 22:16:52,2025-08-15 12:32:17
A00951,ACCT6556900308,Savings,P01812,,Punjab National Bank,BR8873,2019-02-14,,Active,SRC030,0.91,2026-06-18 08:20:50,2026-07-04 16:20:50
A00952,ACCT4085436868,Business,P03609,,State Bank of India,BR7629,2023-04-26,,Dormant,SRC027,0.87,2026-02-28 13:45:48,2026-03-09 18:45:48
A00953,ACCT5356201965,Business,P03212,,Punjab National Bank,BR7591,2025-05-27,,Dormant,SRC001,0.89,2024-07-28 02:37:50,2026-03-21 22:52:05
A00954,ACCT6417227439,Business,P03144,,ICICI Bank,BR9580,2021-06-01,,Active,SRC014,0.81,2024-04-22 06:07:16,2024-05-15 06:07:16
A00955,ACCT4925520648,Business,P01443,,Punjab National Bank,BR3079,2021-05-14,2024-11-23,Dormant,SRC017,0.83,2026-05-22 08:18:39,2026-05-23 21:18:39
A00956,ACCT4623127118,Business,P01344,,State Bank of India,BR1595,2021-01-26,2024-09-26,Closed,SRC029,0.86,2026-02-05 10:25:12,2026-03-03 05:25:12
A00957,ACCT4864091971,Current,P03888,,Bank of Baroda,BR5244,2019-09-09,,Closed,SRC026,0.95,2025-08-11 00:54:45,2025-09-01 23:54:45
A00958,ACCT6422533044,Current,P03087,,Axis Bank,BR3748,2025-11-21,,Dormant,SRC029,0.86,2025-08-13 19:20:49,2025-08-16 17:20:49
A00959,ACCT7565338198,Business,,O0296,State Bank of India,BR2651,2023-10-05,,Active,SRC010,0.97,2024-01-15 02:39:17,2025-01-16 00:04:01
A00960,ACCT3138318483,Current,P02459,,Bank of Baroda,BR7244,2021-05-28,,Closed,SRC024,0.92,2026-06-22 05:06:23,2026-07-13 20:06:23
A00961,ACCT1497868556,Savings,P03815,,ICICI Bank,BR4317,2018-05-29,,Active,SRC027,0.91,2026-03-14 17:48:31,2026-03-30 02:48:31
A00962,ACCT6719282927,Savings,P01528,,HDFC Bank,BR8628,2023-11-08,,Dormant,SRC026,0.87,2025-02-27 19:32:05,2025-03-19 06:32:05
A00963,ACCT3364349654,Savings,P03960,,Punjab National Bank,BR5601,2019-02-18,2025-03-10,Dormant,SRC020,0.91,2024-11-21 18:13:25,2025-04-05 08:45:42
A00964,ACCT3092361656,Savings,P00880,,HDFC Bank,BR2703,2018-11-18,,Active,SRC025,0.82,2024-02-22 05:21:34,2025-04-01 04:51:29
A00965,ACCT7835270783,Current,,O0471,HDFC Bank,BR7780,2018-08-10,,Dormant,SRC012,0.99,2024-12-04 19:29:45,2024-12-18 17:29:45
A00966,ACCT3916713665,Current,P01819,,HDFC Bank,BR5790,2018-09-08,,Under Review,SRC007,0.81,2025-06-14 04:20:36,2026-08-28 22:03:19
A00967,ACCT4922694089,Business,P00682,,HDFC Bank,BR3853,2017-12-20,,Closed,SRC024,0.89,2025-10-24 14:11:19,2025-10-28 03:11:19
A00968,ACCT1665616543,Current,P01515,,Bank of Baroda,BR8422,2020-04-07,,Dormant,SRC018,0.87,2024-02-08 10:06:45,2024-12-04 14:28:56
A00969,ACCT2681115873,Current,P02273,,Axis Bank,BR8264,2020-11-16,,Closed,SRC003,0.82,2025-06-08 19:55:25,2025-06-23 10:55:25
A00970,ACCT5288550884,Business,P03215,,State Bank of India,BR4355,2020-09-01,,Dormant,SRC028,0.83,2026-04-20 00:37:50,2026-05-01 12:37:50
A00971,ACCT4364562547,Savings,P02888,,State Bank of India,BR1288,2023-01-19,,Closed,SRC003,0.86,2026-04-05 14:58:19,2026-04-17 08:58:19
A00972,ACCT4884142774,Business,P00685,,Bank of Baroda,BR2280,2026-03-03,,Active,SRC005,0.93,2025-01-22 02:10:47,2026-07-24 12:09:05
A00973,ACCT5534075211,Business,P00123,,HDFC Bank,BR5398,2022-10-13,,Dormant,SRC014,0.96,2025-04-24 11:10:26,2025-05-22 14:10:26
A00974,ACCT9546281371,Current,P00563,,Bank of Baroda,BR4907,2019-06-17,,Dormant,SRC005,0.95,2024-12-18 14:54:48,2025-09-24 04:26:30
A00975,ACCT6096526728,Business,P01134,,Axis Bank,BR6711,2024-05-26,,Under Review,SRC018,0.82,2026-02-23 03:07:19,2026-03-07 20:07:19
A00976,ACCT6772556727,Business,P01078,,Bank of Baroda,BR4871,2025-06-07,,Under Review,SRC026,0.81,2026-07-02 13:39:58,2026-07-06 01:39:58
A00977,ACCT5886121921,Current,P02385,,ICICI Bank,BR8427,2025-06-14,,Dormant,SRC021,0.84,2024-01-16 01:37:55,2025-08-18 18:55:38
A00978,ACCT4059620061,Current,P02553,,State Bank of India,BR6649,2023-11-07,,Dormant,SRC014,0.96,2025-05-16 07:23:26,2025-06-07 03:23:26
A00979,ACCT5249309413,Current,P01699,,ICICI Bank,BR5410,2018-08-15,,Active,SRC005,0.84,2026-01-03 11:13:40,2026-01-13 13:13:40
A00980,ACCT8115972436,Business,P01429,,Axis Bank,BR2279,2025-09-11,,Dormant,SRC006,0.89,2025-04-06 03:42:57,2026-08-19 10:18:48
A00981,ACCT8421029230,Current,,O0035,HDFC Bank,BR5856,2017-11-10,,Active,SRC010,0.97,2025-08-23 03:25:25,2026-07-14 03:28:40
A00982,ACCT2613889744,Business,P03198,,ICICI Bank,BR6923,2026-07-21,2025-11-23,Under Review,SRC013,0.92,2025-08-25 01:37:48,2025-09-06 23:37:48
A00983,ACCT4792540042,Current,P00712,,HDFC Bank,BR3284,2023-12-28,,Closed,SRC016,0.98,2026-08-11 02:32:31,2026-08-11 13:32:31
A00984,ACCT3256898598,Savings,P00511,,Punjab National Bank,BR7953,2023-12-02,,Active,SRC017,0.98,2024-02-18 06:18:44,2024-07-26 05:00:08
A00985,ACCT4681115141,Savings,,O0355,Axis Bank,BR1934,2020-09-09,,Under Review,SRC013,0.86,2026-02-27 18:57:02,2026-03-16 20:57:02
A00986,ACCT1008292588,Business,P03777,,Axis Bank,BR2516,2023-10-16,,Dormant,SRC023,0.89,2025-04-05 11:52:34,2025-11-18 22:25:34
A00987,ACCT1864507379,Current,,O0052,HDFC Bank,BR2226,2019-08-11,,Dormant,SRC006,0.92,2025-10-30 07:37:41,2025-11-29 02:37:41
A00988,ACCT6637956307,Current,P03719,,Punjab National Bank,BR9828,2020-01-10,2026-01-06,Under Review,SRC027,0.96,2024-09-07 17:10:58,2025-05-11 14:16:49
A00989,ACCT6283731822,Current,P01336,,Axis Bank,BR2065,2026-05-31,,Dormant,SRC030,0.94,2024-04-22 03:12:05,2024-04-28 15:12:05
A00990,ACCT9747565044,Current,P01118,,Punjab National Bank,BR5588,2025-01-29,,Under Review,SRC024,0.83,2024-01-01 19:57:00,2025-10-22 13:49:46
A00991,ACCT9940474907,Savings,P01974,,Axis Bank,BR1636,2017-10-04,,Dormant,SRC008,0.87,2024-04-19 02:47:56,2026-07-10 15:11:02
A00992,ACCT2527196716,Current,,O0449,ICICI Bank,BR2044,2017-03-21,,Active,SRC027,0.86,2024-07-14 21:57:02,2024-10-05 21:16:18
A00993,ACCT2357232877,Savings,P00601,,Bank of Baroda,BR4380,2024-01-03,,Under Review,SRC028,0.81,2024-08-22 21:25:27,2025-11-08 00:01:11
A00994,ACCT9495967213,Business,P02697,,Punjab National Bank,BR3766,2024-08-29,,Closed,SRC019,0.91,2026-02-11 09:43:26,2026-03-09 23:43:26
A00995,ACCT7521996998,Current,P00617,,Punjab National Bank,BR6876,2017-07-25,,Dormant,SRC020,0.83,2026-02-18 02:51:09,2026-04-09 17:17:15
A00996,ACCT1294894847,Savings,P00288,,ICICI Bank,BR5982,2025-03-05,,Active,SRC009,0.94,2025-02-17 10:48:47,2025-03-04 06:48:47
A00997,ACCT4848691221,Current,P01126,,HDFC Bank,BR2620,2025-11-21,2026-05-31,Dormant,SRC009,0.9,2025-08-11 08:12:27,2025-08-27 17:12:27
A00998,ACCT8614902486,Savings,P01135,,Punjab National Bank,BR2179,2017-06-15,,Active,SRC022,0.93,2025-07-01 05:10:38,2025-07-11 07:10:38
A00999,ACCT6981132662,Business,P03365,,Punjab National Bank,BR9508,2016-10-17,,Active,SRC002,0.8,2024-07-10 16:57:58,2024-07-16 05:57:58
A01000,ACCT3443895493,Business,P02236,,HDFC Bank,BR1646,2021-02-08,,Under Review,SRC026,0.86,2026-05-04 12:43:38,2026-06-02 06:43:38
A01001,ACCT2316232262,Business,P00929,,HDFC Bank,BR1886,2023-08-14,,Active,SRC026,0.85,2024-10-01 17:10:08,2024-10-14 15:10:08
A01002,ACCT6689146795,Business,P03451,,State Bank of India,BR8968,2018-05-17,,Dormant,SRC017,0.86,2024-04-13 20:08:25,2024-10-25 23:27:19
A01003,ACCT5728008646,Savings,,O0370,Bank of Baroda,BR7239,2023-08-05,,Closed,SRC030,0.97,2026-02-10 01:31:59,2026-02-23 12:31:59
A01004,ACCT4304304257,Business,P00367,,Punjab National Bank,BR3708,2019-07-30,,Active,SRC025,0.86,2024-09-05 00:28:11,2026-01-28 19:17:51
A01005,ACCT2025301582,Current,P02903,,HDFC Bank,BR9606,2019-09-25,,Closed,SRC030,0.87,2024-02-14 15:22:30,2025-06-01 22:51:43
A01006,ACCT2536088109,Savings,P01886,,Punjab National Bank,BR8716,2021-12-29,,Closed,SRC004,0.85,2026-03-06 00:24:21,2026-03-22 16:24:21
A01007,ACCT4198180390,Current,P01534,,Axis Bank,BR9960,2023-01-20,,Active,SRC004,0.99,2024-06-11 23:29:05,2025-01-29 04:54:34
A01008,ACCT8617792057,Business,P03495,,Bank of Baroda,BR7083,2026-07-21,,Active,SRC024,0.98,2026-05-14 16:01:29,2026-05-31 02:01:29
A01009,ACCT9170348378,Business,P00309,,Axis Bank,BR4382,2020-07-04,,Closed,SRC018,0.91,2025-10-20 17:22:42,2025-11-02 13:22:42
A01010,ACCT5919349011,Current,P01904,,Axis Bank,BR4509,2025-11-11,,Dormant,SRC014,0.85,2024-08-18 15:56:14,2024-12-19 05:25:03
A01011,ACCT9490207580,Savings,P01279,,Bank of Baroda,BR6698,2024-10-06,,Dormant,SRC018,0.92,2025-01-29 20:04:28,2026-02-25 15:43:39
